节点编号,时间戳,空气温度(℃),空气湿度(%),土壤温度(℃),土壤水分(%),空气CO2浓度(ppm),光照强度(lux)
6007, 2014-03-10 03:51:52,3.08,95.27,5.44,17.96,0.00,0.00
6007, 2014-03-10 03:51:14,3.09,95.32,5.44,17.91,0.00,0.00
6007, 2014-03-10 03:50:44,3.08,95.32,5.38,17.96,0.00,0.00
6007, 2014-03-10 03:50:15,3.07,95.31,5.38,17.91,0.00,0.00
6007, 2014-03-10 03:49:44,3.04,95.28,5.44,17.91,0.00,0.00
6007, 2014-03-10 03:49:17,3.02,95.25,5.44,17.91,0.00,0.00
6007, 2014-03-10 03:48:47,3.02,95.20,5.44,17.96,0.00,0.00
6007, 2014-03-10 03:48:17,2.98,95.17,5.44,17.96,0.00,0.00
6007, 2014-03-10 03:47:47,2.96,95.14,5.44,17.96,0.00,0.00
6007, 2014-03-10 03:47:03,2.96,95.09,5.44,17.91,0.00,0.00
6007, 2014-03-10 03:46:46,2.95,95.08,5.44,17.96,0.00,0.00
6007, 2014-03-10 03:46:03,2.95,95.08,5.44,18.01,0.00,0.00
6007, 2014-03-10 03:45:08,2.94,95.13,5.44,17.96,0.00,0.00
6007, 2014-03-10 03:44:38,2.94,95.11,5.44,17.96,0.00,0.00
6007, 2014-03-10 03:44:08,2.91,95.07,5.44,17.96,0.00,0.00
6007, 2014-03-10 03:43:39,2.91,95.05,5.44,17.96,0.00,0.00
6007, 2014-03-10 03:42:59,2.90,95.02,5.44,17.96,0.00,0.00
6007, 2014-03-10 03:42:29,2.88,95.02,5.44,17.96,0.00,0.00
6007, 2014-03-10 03:41:59,2.88,95.02,5.44,17.91,0.00,0.00
6007, 2014-03-10 03:41:29,2.87,95.06,5.44,17.96,0.00,0.00
6007, 2014-03-10 03:40:04,2.90,95.17,5.44,17.96,0.00,0.00
6007, 2014-03-10 03:39:34,2.89,95.17,5.44,17.96,0.00,0.00
6007, 2014-03-10 03:38:25,2.90,95.27,5.50,17.96,0.00,0.00
6007, 2014-03-10 03:37:55,2.90,95.29,5.44,17.96,0.00,0.00
6007, 2014-03-10 03:37:25,2.90,95.32,5.44,18.01,0.00,0.00
6007, 2014-03-10 03:36:47,2.88,95.41,5.44,17.91,0.00,0.00
6007, 2014-03-10 03:36:40,2.88,95.41,5.44,17.91,0.00,0.00
6007, 2014-03-10 03:36:09,2.88,95.41,5.44,18.01,0.00,0.00
6007, 2014-03-10 03:35:40,2.86,95.45,5.44,17.96,0.00,0.00
6007, 2014-03-10 03:34:37,2.85,95.50,5.44,17.96,0.00,0.00
6007, 2014-03-10 03:34:07,2.84,95.49,5.44,17.96,0.00,0.00
6007, 2014-03-10 03:33:38,2.83,95.49,5.44,18.01,0.00,0.00
6007, 2014-03-10 03:32:33,2.77,95.43,5.44,17.91,0.00,0.00
6007, 2014-03-10 03:32:02,2.73,95.37,5.50,17.96,0.00,0.00
6007, 2014-03-10 03:31:33,2.70,95.31,5.50,18.01,0.00,0.00
6007, 2014-03-10 03:31:04,2.68,95.26,5.50,18.01,0.00,0.00
6007, 2014-03-10 03:30:26,2.65,95.20,5.44,17.96,0.00,0.00
6007, 2014-03-10 03:29:54,2.62,95.14,5.50,17.96,0.00,0.00
6007, 2014-03-10 03:29:26,2.60,95.09,5.50,17.96,0.00,0.00
6007, 2014-03-10 03:28:55,2.58,95.01,5.50,17.96,0.00,0.00
6007, 2014-03-10 03:28:23,2.56,94.93,5.50,17.96,0.00,0.00
6007, 2014-03-10 03:27:53,2.54,94.83,5.50,17.96,0.00,0.00
6007, 2014-03-10 03:27:23,2.52,94.77,5.50,17.91,0.00,0.00
6007, 2014-03-10 03:26:54,2.51,94.70,5.50,17.96,0.00,0.00
6007, 2014-03-10 03:26:17,2.50,94.62,5.50,17.91,0.00,0.00
6007, 2014-03-10 03:25:53,2.48,94.54,5.50,17.96,0.00,0.00
6007, 2014-03-10 03:25:16,2.49,94.47,5.50,17.96,0.00,0.00
6007, 2014-03-10 03:24:47,2.48,94.39,5.50,17.96,0.00,0.00
6007, 2014-03-10 03:23:59,2.48,94.27,5.50,17.91,0.00,0.00
6007, 2014-03-10 03:23:29,2.48,94.22,5.50,17.96,0.00,0.00
6007, 2014-03-10 03:22:59,2.47,94.22,5.50,17.96,0.00,0.00
6007, 2014-03-10 03:21:59,2.50,94.28,5.56,17.96,0.00,0.00
6007, 2014-03-10 03:21:22,2.53,94.36,5.50,17.96,0.00,0.00
6007, 2014-03-10 03:20:53,2.52,94.38,5.50,17.96,0.00,0.00
6007, 2014-03-10 03:20:23,2.54,94.48,5.50,17.96,0.00,0.00
6007, 2014-03-10 03:19:36,2.56,94.59,5.50,17.96,0.00,0.00
6007, 2014-03-10 03:19:06,2.59,94.64,5.56,18.01,0.00,0.00
6007, 2014-03-10 03:18:36,2.62,94.75,5.56,17.91,0.00,0.00
6007, 2014-03-10 03:18:01,2.63,94.83,5.50,17.96,0.00,0.00
6007, 2014-03-10 03:17:31,2.64,94.90,5.50,18.01,0.00,0.00
6007, 2014-03-10 03:17:01,2.64,94.95,5.50,17.96,0.00,0.00
6007, 2014-03-10 03:15:40,2.68,95.11,5.56,17.91,0.00,0.00
6007, 2014-03-10 03:15:09,2.65,95.17,5.56,18.01,0.00,0.00
6007, 2014-03-10 03:14:40,2.67,95.25,5.56,18.01,0.00,0.00
6007, 2014-03-10 03:14:10,2.67,95.30,5.56,17.96,0.00,0.00
6007, 2014-03-10 03:13:28,2.64,95.34,5.56,17.96,0.00,0.00
6007, 2014-03-10 03:12:59,2.62,95.34,5.56,18.01,0.00,0.00
6007, 2014-03-10 03:11:39,2.52,95.07,5.56,17.96,0.00,0.00
6007, 2014-03-10 03:11:09,2.47,94.95,5.56,17.91,0.00,0.00
6007, 2014-03-10 03:10:39,2.46,94.85,5.56,18.01,0.00,0.00
6007, 2014-03-10 03:10:10,2.44,94.80,5.56,17.96,0.00,0.00
6007, 2014-03-10 03:09:31,2.39,94.64,5.56,17.91,0.00,0.00
6007, 2014-03-10 03:09:01,2.38,94.54,5.56,18.01,0.00,0.00
6007, 2014-03-10 03:08:31,2.34,94.43,5.56,17.96,0.00,0.00
6007, 2014-03-10 03:08:01,2.35,94.38,5.56,18.01,0.00,0.00
6007, 2014-03-10 03:07:25,2.33,94.33,5.56,17.96,0.00,0.00
6007, 2014-03-10 03:06:55,2.34,94.33,5.63,18.01,0.00,0.00
6007, 2014-03-10 03:05:21,2.38,94.49,5.56,17.96,0.00,0.00
6007, 2014-03-10 03:04:50,2.37,94.49,5.63,18.01,0.00,0.00
6007, 2014-03-10 03:04:21,2.38,94.54,5.56,18.01,0.00,0.00
6007, 2014-03-10 03:03:13,2.40,94.59,5.56,17.96,0.00,0.00
6007, 2014-03-10 03:02:42,2.41,94.59,5.63,17.96,0.00,0.00
6007, 2014-03-10 03:02:13,2.41,94.55,5.63,18.01,0.00,0.00
6007, 2014-03-10 03:01:44,2.40,94.59,5.63,17.96,0.00,0.00
6007, 2014-03-10 03:01:01,2.44,94.65,5.63,17.96,0.00,0.00
6007, 2014-03-10 03:00:29,2.44,94.70,5.63,18.01,0.00,0.00
6007, 2014-03-10 02:59:59,2.44,94.80,5.63,18.01,0.00,0.00
6007, 2014-03-10 02:59:30,2.44,94.90,5.63,18.01,0.00,0.00
6007, 2014-03-10 02:58:48,2.46,95.00,5.63,17.96,0.00,0.00
6007, 2014-03-10 02:58:19,2.44,95.09,5.63,18.01,0.00,0.00
6007, 2014-03-10 02:57:49,2.45,95.14,5.63,18.01,0.00,0.00
6007, 2014-03-10 02:57:19,2.44,95.19,5.63,17.96,0.00,0.00
6007, 2014-03-10 02:56:57,2.41,95.21,5.63,17.96,0.00,0.00
6007, 2014-03-10 02:56:28,2.38,95.22,5.63,17.96,0.00,0.00
6007, 2014-03-10 02:55:58,2.36,95.17,5.63,18.01,0.00,0.00
6007, 2014-03-10 02:55:29,2.33,95.14,5.63,18.01,0.00,0.00
6007, 2014-03-10 02:54:47,2.28,95.05,5.63,17.96,0.00,0.00
6007, 2014-03-10 02:54:17,2.22,94.96,5.63,17.96,0.00,0.00
6007, 2014-03-10 02:53:47,2.18,94.87,0.00,18.01,0.00,0.00
6007, 2014-03-10 02:53:17,2.14,94.77,5.63,18.01,0.00,0.00
6007, 2014-03-10 02:52:47,2.10,94.66,5.69,17.91,0.00,0.00
6007, 2014-03-10 02:52:16,2.06,94.57,5.63,17.96,0.00,0.00
6007, 2014-03-10 02:51:46,2.04,94.54,5.63,17.96,0.00,0.00
6007, 2014-03-10 02:51:16,2.00,94.48,5.69,18.01,0.00,0.00
6007, 2014-03-10 02:50:35,1.96,94.23,5.69,17.91,0.00,0.00
6007, 2014-03-10 02:50:05,1.91,94.04,5.63,18.01,0.00,0.00
6007, 2014-03-10 02:49:34,1.88,93.81,5.69,18.01,0.00,0.00
6007, 2014-03-10 02:49:10,1.84,93.61,5.69,18.01,0.00,0.00
6007, 2014-03-10 02:49:04,1.84,93.61,5.69,18.01,0.00,0.00
6007, 2014-03-10 02:48:44,1.82,93.41,5.69,17.91,0.00,0.00
6007, 2014-03-10 02:48:21,1.80,93.15,5.69,17.96,0.00,0.00
6007, 2014-03-10 02:48:15,1.80,93.15,5.69,17.96,0.00,0.00
6007, 2014-03-10 02:47:44,1.78,92.95,5.69,18.01,0.00,0.00
6007, 2014-03-10 02:47:16,1.77,92.70,5.69,17.96,0.00,0.00
6007, 2014-03-10 02:46:37,1.76,92.40,5.69,17.96,0.00,0.00
6007, 2014-03-10 02:46:07,1.76,92.23,5.69,18.01,0.00,0.00
6007, 2014-03-10 02:45:37,1.77,92.06,5.69,18.01,0.00,0.00
6007, 2014-03-10 02:44:25,1.82,91.88,5.69,17.96,0.00,0.00
6007, 2014-03-10 02:43:55,1.82,91.78,5.75,18.01,0.00,0.00
6007, 2014-03-10 02:43:25,1.85,91.74,5.75,18.01,0.00,0.00
6007, 2014-03-10 02:42:55,1.87,91.62,5.69,18.01,0.00,0.00
6007, 2014-03-10 02:42:03,1.90,91.40,5.75,18.01,0.00,0.00
6007, 2014-03-10 02:41:32,1.94,91.24,5.69,18.01,0.00,0.00
6007, 2014-03-10 02:41:03,1.96,91.07,5.69,18.01,0.00,0.00
6007, 2014-03-10 02:40:21,1.99,90.88,5.75,17.96,0.00,0.00
6007, 2014-03-10 02:39:51,2.04,90.74,5.75,18.01,0.00,0.00
6007, 2014-03-10 02:39:21,2.08,90.65,5.75,17.96,0.00,0.00
6007, 2014-03-10 02:38:51,2.12,90.61,5.75,18.01,0.00,0.00
6007, 2014-03-10 02:38:16,2.18,90.60,5.75,17.96,0.00,0.00
6007, 2014-03-10 02:37:45,2.22,90.61,5.75,17.96,0.00,0.00
6007, 2014-03-10 02:37:21,2.26,90.65,5.75,18.01,0.00,0.00
6007, 2014-03-10 02:37:14,2.26,90.65,5.75,18.01,0.00,0.00
6007, 2014-03-10 02:36:11,2.36,90.67,5.75,17.91,0.00,0.00
6007, 2014-03-10 02:35:35,2.42,90.64,5.75,18.01,0.00,0.00
6007, 2014-03-10 02:35:04,2.46,90.65,5.75,18.01,0.00,0.00
6007, 2014-03-10 02:34:34,2.52,90.72,5.75,18.05,0.00,0.00
6007, 2014-03-10 02:33:55,2.58,90.93,5.75,18.01,0.00,0.00
6007, 2014-03-10 02:33:25,2.64,91.10,5.75,18.01,0.00,0.00
6007, 2014-03-10 02:32:55,2.70,91.21,5.75,18.01,0.00,0.00
6007, 2014-03-10 02:32:25,2.74,91.30,5.75,17.96,0.00,0.00
6007, 2014-03-10 02:31:38,2.82,91.54,5.81,18.05,0.00,0.00
6007, 2014-03-10 02:31:09,2.88,91.83,5.75,18.10,0.00,0.00
6007, 2014-03-10 02:30:39,2.95,92.17,5.75,18.05,0.00,0.00
6007, 2014-03-10 02:29:44,3.04,92.79,5.81,17.96,0.00,0.00
6007, 2014-03-10 02:29:14,3.07,93.00,5.81,18.05,0.00,0.00
6007, 2014-03-10 02:28:44,3.08,93.05,5.81,17.96,0.00,0.00
6007, 2014-03-10 02:28:14,3.10,93.11,5.75,18.01,0.00,0.00
6007, 2014-03-10 02:27:33,3.14,93.17,5.81,18.01,0.00,0.00
6007, 2014-03-10 02:27:02,3.16,93.22,5.81,18.01,0.00,0.00
6007, 2014-03-10 02:26:32,3.16,93.27,5.81,18.01,0.00,0.00
6007, 2014-03-10 02:25:38,3.19,93.28,5.81,18.01,0.00,0.00
6007, 2014-03-10 02:25:08,3.18,93.23,5.81,17.96,0.00,0.00
6007, 2014-03-10 02:24:38,3.20,93.23,5.81,18.01,0.00,0.00
6007, 2014-03-10 02:24:09,3.20,93.26,5.81,18.01,0.00,0.00
6007, 2014-03-10 02:23:21,3.24,93.34,5.81,17.96,0.00,0.00
6007, 2014-03-10 02:22:52,3.25,93.39,5.81,18.01,0.00,0.00
6007, 2014-03-10 02:22:22,3.29,93.45,5.81,18.01,0.00,0.00
6007, 2014-03-10 02:21:15,3.31,93.66,5.81,18.01,0.00,0.00
6007, 2014-03-10 02:20:45,3.31,93.71,5.81,18.05,0.00,0.00
6007, 2014-03-10 02:20:15,3.34,93.79,5.81,17.96,0.00,0.00
6007, 2014-03-10 02:19:46,3.35,93.82,5.81,18.01,0.00,0.00
6007, 2014-03-10 02:19:19,3.36,93.87,5.81,17.96,0.00,0.00
6007, 2014-03-10 02:18:49,3.37,93.87,5.81,18.05,0.00,0.00
6007, 2014-03-10 02:18:19,3.35,93.86,5.81,18.01,0.00,0.00
6007, 2014-03-10 02:17:56,3.36,93.89,5.88,18.01,0.00,0.00
6007, 2014-03-10 02:17:49,3.36,93.89,5.88,18.01,0.00,0.00
6007, 2014-03-10 02:17:08,3.36,93.92,5.88,18.01,0.00,0.00
6007, 2014-03-10 02:16:49,3.36,94.02,5.88,18.05,0.00,0.00
6007, 2014-03-10 02:16:07,3.38,94.10,5.88,18.01,0.00,0.00
6007, 2014-03-10 02:15:37,3.40,94.22,5.88,17.96,0.00,0.00
6007, 2014-03-10 02:15:08,3.41,94.35,5.88,18.01,0.00,0.00
6007, 2014-03-10 02:14:38,3.42,94.40,5.88,18.01,0.00,0.00
6007, 2014-03-10 02:14:10,3.42,94.50,5.88,18.01,0.00,0.00
6007, 2014-03-10 02:13:14,3.40,94.57,5.88,18.01,0.00,0.00
6007, 2014-03-10 02:12:44,3.40,94.62,5.88,18.01,0.00,0.00
6007, 2014-03-10 02:12:15,3.41,94.62,5.88,18.01,0.00,0.00
6007, 2014-03-10 02:11:45,3.40,94.62,5.88,18.01,0.00,0.00
6007, 2014-03-10 02:10:54,3.38,94.66,5.94,18.01,0.00,0.00
6007, 2014-03-10 02:10:24,3.36,94.68,5.88,18.01,0.00,0.00
6007, 2014-03-10 02:09:54,3.36,94.71,5.88,18.05,0.00,0.00
6007, 2014-03-10 02:09:06,3.34,94.70,5.88,17.96,0.00,0.00
6007, 2014-03-10 02:08:36,3.34,94.72,5.88,18.05,0.00,0.00
6007, 2014-03-10 02:08:06,3.32,94.74,5.94,18.01,0.00,0.00
6007, 2014-03-10 02:07:36,3.32,94.74,5.94,18.01,0.00,0.00
6007, 2014-03-10 02:06:55,3.31,94.79,5.94,18.01,0.00,0.00
6007, 2014-03-10 02:06:50,3.31,94.79,5.94,18.01,0.00,0.00
6007, 2014-03-10 02:04:32,3.29,94.91,5.94,18.05,0.00,0.00
6007, 2014-03-10 02:04:02,3.29,94.93,5.88,18.05,0.00,0.00
6007, 2014-03-10 02:03:32,3.28,95.03,5.94,18.01,0.00,0.00
6007, 2014-03-10 02:02:55,3.30,95.11,5.94,18.01,0.00,0.00
6007, 2014-03-10 02:02:25,3.29,95.18,5.94,18.01,0.00,0.00
6007, 2014-03-10 02:01:55,3.30,95.23,5.94,18.01,0.00,0.00
6007, 2014-03-10 02:01:24,3.26,95.27,5.94,18.05,0.00,0.00
6007, 2014-03-10 02:00:28,3.25,95.34,5.94,18.01,0.00,0.00
6007, 2014-03-10 01:59:54,3.20,95.30,5.94,18.05,0.00,0.00
6007, 2014-03-10 01:59:25,3.20,95.30,5.94,18.01,0.00,0.00
6007, 2014-03-10 01:58:39,3.16,95.29,5.94,18.05,0.00,0.00
6007, 2014-03-10 01:58:09,3.16,95.29,6.00,18.05,0.00,0.00
6007, 2014-03-10 01:57:39,3.14,95.33,5.94,18.05,0.00,0.00
6007, 2014-03-10 01:57:09,3.12,95.33,5.94,18.01,0.00,0.00
6007, 2014-03-10 01:56:26,3.10,95.35,6.00,18.10,0.00,0.00
6007, 2014-03-10 01:55:57,3.07,95.36,6.00,18.10,0.00,0.00
6007, 2014-03-10 01:55:28,3.06,95.36,6.00,18.10,0.00,0.00
6007, 2014-03-10 01:55:03,3.01,95.35,5.94,18.10,0.00,0.00
6007, 2014-03-10 01:54:57,3.01,95.35,5.94,18.10,0.00,0.00
6007, 2014-03-10 01:54:09,2.97,95.29,5.94,17.96,0.00,0.00
6007, 2014-03-10 01:53:39,2.94,95.23,6.00,18.05,0.00,0.00
6007, 2014-03-10 01:53:08,2.90,95.14,6.00,18.05,0.00,0.00
6007, 2014-03-10 01:52:52,2.86,95.06,6.00,18.01,0.00,0.00
6007, 2014-03-10 01:52:45,2.86,95.06,6.00,18.01,0.00,0.00
6007, 2014-03-10 01:52:39,2.86,95.06,6.00,18.01,0.00,0.00
6007, 2014-03-10 01:52:26,2.84,95.03,6.00,18.05,0.00,0.00
6007, 2014-03-10 01:51:56,2.82,94.95,6.00,18.05,0.00,0.00
6007, 2014-03-10 01:51:25,2.78,94.84,6.00,18.01,0.00,0.00
6007, 2014-03-10 01:51:01,2.74,94.71,6.00,18.05,0.00,0.00
6007, 2014-03-10 01:50:55,2.74,94.71,6.00,18.05,0.00,0.00
6007, 2014-03-10 01:49:57,2.70,94.48,6.00,18.05,0.00,0.00
6007, 2014-03-10 01:49:26,2.70,94.43,6.00,18.01,0.00,0.00
6007, 2014-03-10 01:48:57,2.70,94.38,6.00,18.01,0.00,0.00
6007, 2014-03-10 01:48:02,2.69,94.30,6.00,18.05,0.00,0.00
6007, 2014-03-10 01:47:32,2.68,94.18,6.00,18.01,0.00,0.00
6007, 2014-03-10 01:47:02,2.68,94.13,6.00,18.05,0.00,0.00
6007, 2014-03-10 01:46:32,2.69,94.11,6.06,18.01,0.00,0.00
6007, 2014-03-10 01:46:03,2.72,94.16,6.06,18.05,0.00,0.00
6007, 2014-03-10 01:45:32,2.73,94.19,6.00,18.05,0.00,0.00
6007, 2014-03-10 01:45:02,2.75,94.25,6.06,18.01,0.00,0.00
6007, 2014-03-10 01:43:44,2.80,94.46,6.06,18.01,0.00,0.00
6007, 2014-03-10 01:43:14,2.85,94.62,6.06,18.05,0.00,0.00
6007, 2014-03-10 01:42:44,2.86,94.77,6.06,18.05,0.00,0.00
6007, 2014-03-10 01:41:39,2.86,94.86,6.06,18.05,0.00,0.00
6007, 2014-03-10 01:41:08,2.86,94.81,6.06,18.05,0.00,0.00
6007, 2014-03-10 01:40:39,2.83,94.71,6.06,18.05,0.00,0.00
6007, 2014-03-10 01:39:51,2.78,94.65,6.06,18.01,0.00,0.00
6007, 2014-03-10 01:39:21,2.78,94.65,6.06,18.05,0.00,0.00
6007, 2014-03-10 01:38:51,2.77,94.59,6.06,18.05,0.00,0.00
6007, 2014-03-10 01:38:22,2.74,94.44,6.06,18.01,0.00,0.00
6007, 2014-03-10 01:37:43,2.72,94.29,6.06,18.01,0.00,0.00
6007, 2014-03-10 01:35:38,2.65,93.58,6.06,18.10,0.00,0.00
6007, 2014-03-10 01:35:06,2.64,93.53,6.06,18.10,0.00,0.00
6007, 2014-03-10 01:34:36,2.65,93.46,6.06,18.15,0.00,0.00
6007, 2014-03-10 01:34:09,2.66,93.43,6.06,18.15,0.00,0.00
6007, 2014-03-10 01:33:30,2.68,93.34,6.13,18.05,0.00,0.00
6007, 2014-03-10 01:33:00,2.68,93.24,6.13,18.10,0.00,0.00
6007, 2014-03-10 01:32:31,2.69,93.19,6.13,18.05,0.00,0.00
6007, 2014-03-10 01:31:59,2.72,93.15,6.13,18.05,0.00,0.00
6007, 2014-03-10 01:31:13,2.74,93.11,6.13,18.01,0.00,0.00
6007, 2014-03-10 01:30:44,2.76,93.11,6.13,18.05,0.00,0.00
6007, 2014-03-10 01:29:01,2.85,93.24,6.13,18.05,0.00,0.00
6007, 2014-03-10 01:28:32,2.88,93.29,6.13,18.05,0.00,0.00
6007, 2014-03-10 01:28:02,2.92,93.40,6.13,18.05,0.00,0.00
6007, 2014-03-10 01:27:22,2.94,93.51,6.13,18.05,0.00,0.00
6007, 2014-03-10 01:26:52,2.97,93.62,6.13,18.10,0.00,0.00
6007, 2014-03-10 01:26:22,3.01,93.72,6.13,18.05,0.00,0.00
6007, 2014-03-10 01:25:52,3.02,93.83,6.13,18.05,0.00,0.00
6007, 2014-03-10 01:24:54,3.06,93.94,6.13,18.10,0.00,0.00
6007, 2014-03-10 01:24:25,3.08,93.99,6.13,18.05,0.00,0.00
6007, 2014-03-10 01:23:55,3.08,94.04,6.19,18.05,0.00,0.00
6007, 2014-03-10 01:22:52,3.09,94.04,6.13,18.05,0.00,0.00
6007, 2014-03-10 01:22:22,3.10,94.07,6.19,18.05,0.00,0.00
6007, 2014-03-10 01:21:52,3.12,94.10,6.19,18.05,0.00,0.00
6007, 2014-03-10 01:20:56,3.13,94.08,6.19,18.05,0.00,0.00
6007, 2014-03-10 01:20:24,3.13,94.10,6.19,18.05,0.00,0.00
6007, 2014-03-10 01:19:55,3.14,94.10,6.19,18.05,0.00,0.00
6007, 2014-03-10 01:19:25,3.15,94.16,6.19,18.05,0.00,0.00
6007, 2014-03-10 01:19:02,3.16,94.16,6.19,18.10,0.00,0.00
6007, 2014-03-10 01:18:32,3.16,94.11,6.19,18.10,0.00,0.00
6007, 2014-03-10 01:18:02,3.16,94.11,6.19,18.15,0.00,0.00
6007, 2014-03-10 01:17:32,3.16,94.06,6.19,18.15,0.00,0.00
6007, 2014-03-10 01:16:54,3.18,94.02,6.19,18.01,0.00,0.00
6007, 2014-03-10 01:16:31,3.17,93.96,6.19,18.05,0.00,0.00
6007, 2014-03-10 01:16:24,3.17,93.96,6.19,18.05,0.00,0.00
6007, 2014-03-10 01:15:55,3.16,93.96,6.19,18.05,0.00,0.00
6007, 2014-03-10 01:14:30,3.18,93.99,6.19,18.05,0.00,0.00
6007, 2014-03-10 01:14:00,3.20,94.02,6.19,18.05,0.00,0.00
6007, 2014-03-10 01:13:31,3.21,94.02,6.19,18.10,0.00,0.00
6007, 2014-03-10 01:12:37,3.24,94.08,6.19,18.05,0.00,0.00
6007, 2014-03-10 01:12:07,3.26,94.19,6.19,18.05,0.00,0.00
6007, 2014-03-10 01:11:37,3.27,94.29,6.25,18.10,0.00,0.00
6007, 2014-03-10 01:11:07,3.30,94.39,6.19,18.01,0.00,0.00
6007, 2014-03-10 01:10:19,3.32,94.55,6.25,18.05,0.00,0.00
6007, 2014-03-10 01:09:49,3.33,94.65,6.19,18.10,0.00,0.00
6007, 2014-03-10 01:09:20,3.34,94.70,6.19,18.05,0.00,0.00
6007, 2014-03-10 01:08:11,3.34,94.80,6.25,18.10,0.00,0.00
6007, 2014-03-10 01:07:42,3.32,94.79,6.25,18.05,0.00,0.00
6007, 2014-03-10 01:07:11,3.32,94.79,6.25,18.05,0.00,0.00
6007, 2014-03-10 01:06:09,3.29,94.74,6.31,18.01,0.00,0.00
6007, 2014-03-10 01:05:39,3.28,94.73,6.25,18.05,0.00,0.00
6007, 2014-03-10 01:05:09,3.28,94.73,6.25,18.10,0.00,0.00
6007, 2014-03-10 01:04:22,3.26,94.70,6.25,18.05,0.00,0.00
6007, 2014-03-10 01:03:52,3.24,94.65,6.25,18.05,0.00,0.00
6007, 2014-03-10 01:03:22,3.23,94.62,6.31,18.05,0.00,0.00
6007, 2014-03-10 01:02:54,3.22,94.57,6.25,18.05,0.00,0.00
6007, 2014-03-10 01:02:22,3.22,94.50,6.25,18.05,0.00,0.00
6007, 2014-03-10 01:01:51,3.20,94.47,6.25,18.05,0.00,0.00
6007, 2014-03-10 01:01:23,3.20,94.47,6.25,18.05,0.00,0.00
6007, 2014-03-10 00:51:34,3.01,94.81,6.31,18.05,0.00,0.00
6007, 2014-03-10 00:51:04,2.98,94.80,6.31,18.05,0.00,0.00
6007, 2014-03-10 00:47:40,2.80,94.41,6.38,18.05,0.00,0.00
6007, 2014-03-10 00:47:10,2.77,94.30,6.38,18.05,0.00,0.00
6007, 2014-03-10 00:45:34,2.72,94.09,6.38,18.10,0.00,0.00
6007, 2014-03-10 00:45:04,2.70,94.01,6.38,18.10,0.00,0.00
6007, 2014-03-10 00:44:35,2.69,93.93,6.38,18.05,0.00,0.00
6007, 2014-03-10 00:43:06,2.66,93.85,6.38,18.10,0.00,0.00
6007, 2014-03-10 00:42:36,2.67,93.90,6.38,18.10,0.00,0.00
6007, 2014-03-10 00:42:08,2.66,94.02,6.38,18.10,0.00,0.00
6007, 2014-03-10 00:41:01,2.69,94.13,6.44,18.10,0.00,0.00
6007, 2014-03-10 00:40:31,2.66,94.15,6.38,18.05,0.00,0.00
6007, 2014-03-10 00:40:02,2.66,94.12,6.38,18.10,0.00,0.00
6007, 2014-03-10 00:39:00,2.60,94.06,6.38,18.05,0.00,0.00
6007, 2014-03-10 00:38:29,2.60,94.03,6.38,18.05,0.00,0.00
6007, 2014-03-10 00:38:00,2.57,93.95,6.38,18.10,0.00,0.00
6007, 2014-03-10 00:37:31,2.56,93.85,6.44,18.10,0.00,0.00
6007, 2014-03-10 00:36:55,2.53,93.77,6.44,18.10,0.00,0.00
6007, 2014-03-10 00:36:26,2.50,93.64,6.44,18.05,0.00,0.00
6007, 2014-03-10 00:35:56,2.48,93.53,6.38,18.10,0.00,0.00
6007, 2014-03-10 00:34:52,2.42,93.07,6.44,18.05,0.00,0.00
6007, 2014-03-10 00:34:23,2.40,92.90,6.44,18.10,0.00,0.00
6007, 2014-03-10 00:33:53,2.38,92.69,6.44,18.05,0.00,0.00
6007, 2014-03-10 00:33:21,2.37,92.49,6.44,18.05,0.00,0.00
6007, 2014-03-10 00:32:58,2.38,92.37,6.44,18.05,0.00,0.00
6007, 2014-03-10 00:32:28,2.37,92.15,6.44,18.10,0.00,0.00
6007, 2014-03-10 00:31:59,2.37,91.92,6.50,18.10,0.00,0.00
6007, 2014-03-10 00:31:29,2.38,91.75,6.44,18.10,0.00,0.00
6007, 2014-03-10 00:30:58,2.39,91.63,6.44,18.05,0.00,0.00
6007, 2014-03-10 00:30:28,2.41,91.63,6.50,18.10,0.00,0.00
6007, 2014-03-10 00:29:57,2.46,91.75,6.44,18.10,0.00,0.00
6007, 2014-03-10 00:29:28,2.48,91.85,6.44,18.10,0.00,0.00
6007, 2014-03-10 00:28:39,2.54,92.07,6.44,18.05,0.00,0.00
6007, 2014-03-10 00:28:08,2.54,92.14,6.44,18.10,0.00,0.00
6007, 2014-03-10 00:27:39,2.57,92.22,6.50,18.10,0.00,0.00
6007, 2014-03-10 00:27:10,2.59,92.23,6.50,18.10,0.00,0.00
6007, 2014-03-10 00:26:48,2.60,92.26,6.50,18.10,0.00,0.00
6007, 2014-03-10 00:26:18,2.62,92.24,6.50,18.10,0.00,0.00
6007, 2014-03-10 00:25:55,2.62,92.24,6.44,18.10,0.00,0.00
6007, 2014-03-10 00:25:19,2.64,92.24,6.50,18.05,0.00,0.00
6007, 2014-03-10 00:24:19,2.64,92.02,6.44,18.10,0.00,0.00
6007, 2014-03-10 00:23:49,2.64,91.87,6.50,18.10,0.00,0.00
6007, 2014-03-10 00:23:20,2.64,91.69,6.50,18.05,0.00,0.00
6007, 2014-03-10 00:22:30,2.64,91.27,6.50,18.10,0.00,0.00
